,Time (ms),VConstant (v),VSpike (v),Temperature (C)
0,546.0,0.0,0.0,22.56
1,548.0,0.7185,0.782,22.56
2,550.0,0.4839,0.782,22.56
3,552.0,0.3861,0.782,22.56
4,555.0,0.3226,0.782,22.56
5,557.0,0.2737,0.782,22.56
6,560.0,0.0,0.782,22.56
7,562.0,0.0,0.782,22.56
8,564.0,0.0,0.782,22.56
9,566.0,0.0,0.782,22.56
10,568.0,0.0,0.782,22.56
11,570.0,0.0,0.782,22.56
12,572.0,0.0,0.782,22.56
13,574.0,0.0,0.782,22.56
14,576.0,0.0,0.782,22.56
15,578.0,0.0,0.782,22.56
16,580.0,0.0,0.782,22.56
17,582.0,0.0,0.782,22.56
18,584.0,0.0,0.782,22.56
19,586.0,0.0,0.782,22.56
20,588.0,0.0,0.782,22.56
21,590.0,0.0,0.782,22.56
22,592.0,0.0,0.782,22.56
23,594.0,0.0,0.782,22.56
24,596.0,0.0,0.782,22.56
25,599.0,0.0,0.782,22.56
26,601.0,0.0,0.782,22.56
27,603.0,0.0,0.782,22.56
28,605.0,0.0,0.782,22.56
29,607.0,0.0,0.782,22.56
30,609.0,0.0,0.782,22.56
31,611.0,0.0,0.782,22.56
32,613.0,0.0,0.782,22.56
33,615.0,0.0,0.782,22.56
34,617.0,0.0,0.782,22.56
35,619.0,0.0,0.782,22.56
36,621.0,0.0,0.782,22.56
37,623.0,0.0,0.782,22.56
38,625.0,0.0,0.782,22.56
39,627.0,0.0,0.782,22.56
40,629.0,0.0,0.782,22.56
41,631.0,0.0,0.782,22.56
42,633.0,0.0,0.782,22.56
43,635.0,0.0,0.782,22.56
44,637.0,0.0,0.782,22.56
45,640.0,0.0,0.782,22.56
46,642.0,0.0,0.782,22.56
47,644.0,0.0,0.782,22.56
48,646.0,0.0,0.782,22.56
49,648.0,0.0,0.782,22.56
50,650.0,0.7185,0.782,22.56
51,653.0,0.4741,0.782,22.56
52,655.0,0.3617,0.782,22.56
53,657.0,0.2981,0.782,22.56
54,659.0,0.2493,0.782,22.56
55,661.0,0.0,0.782,22.56
56,663.0,0.0,0.782,22.56
57,665.0,0.0,0.782,22.56
58,667.0,0.0,0.782,22.56
59,669.0,0.0,0.782,22.56
60,671.0,0.0,0.782,22.56
61,673.0,0.0,0.782,22.56
62,675.0,0.0,0.782,22.56
63,677.0,0.0,0.782,22.56
64,679.0,0.0,0.782,22.56
65,681.0,0.0,0.782,22.56
66,684.0,0.0,0.782,22.56
67,686.0,0.0,0.782,22.56
68,688.0,0.0,0.782,22.56
69,690.0,0.0,0.782,22.56
70,692.0,0.0,0.782,22.56
71,694.0,0.0,0.782,22.56
72,696.0,0.0,0.782,22.56
73,698.0,0.0,0.782,22.56
74,700.0,0.0,0.782,22.56
75,702.0,0.0,0.782,22.56
76,704.0,0.0,0.782,22.56
77,706.0,0.0,0.782,22.56
78,708.0,0.0,0.782,22.56
79,710.0,0.0,0.782,22.56
80,712.0,0.0,0.782,22.56
81,714.0,0.0,0.782,22.56
82,716.0,0.0,0.782,22.56
83,718.0,0.0,0.782,22.56
84,720.0,0.0,0.782,22.56
85,722.0,0.0,0.782,22.56
86,724.0,0.0,0.782,22.56
87,727.0,0.0,0.782,22.56
88,729.0,0.0,0.782,22.56
89,731.0,0.0,0.782,22.56
