,Time (ms),VConstant (v),VSpike (v),Temperature (C)
0,33.0,0.0,0.0,22.56
1,546.0,0.4252,0.6843,22.56
2,548.0,0.1124,0.6843,22.56
3,550.0,0.0782,0.6843,22.56
4,552.0,0.0587,0.6843,22.56
5,555.0,0.0489,0.6843,22.56
6,558.0,0.0,0.6843,22.56
7,560.0,0.0,0.6843,22.56
8,562.0,0.0,0.6843,22.56
9,564.0,0.0,0.6843,22.56
10,566.0,0.0,0.6843,22.56
11,568.0,0.0,0.6843,22.56
12,570.0,0.0,0.6843,22.56
13,572.0,0.0,0.6843,22.56
14,574.0,0.0,0.6843,22.56
15,576.0,0.0,0.6843,22.56
16,578.0,0.0,0.6843,22.56
17,580.0,0.0,0.6843,22.56
18,582.0,0.0,0.6843,22.56
19,584.0,0.0,0.6843,22.56
20,586.0,0.0,0.6843,22.56
21,588.0,0.0,0.6843,22.56
22,590.0,0.0,0.6843,22.56
23,592.0,0.0,0.6843,22.56
24,594.0,0.0,0.6843,22.56
25,596.0,0.0,0.6843,22.56
26,599.0,0.0,0.6843,22.56
27,601.0,0.0,0.6843,22.56
28,603.0,0.0,0.6843,22.56
29,605.0,0.0,0.6843,22.56
30,607.0,0.0,0.6843,22.56
31,609.0,0.0,0.6843,22.56
32,611.0,0.0,0.6843,22.56
33,613.0,0.0,0.6843,22.56
34,615.0,0.0,0.6843,22.56
35,617.0,0.0,0.6843,22.56
36,619.0,0.0,0.6843,22.56
37,621.0,0.0,0.6843,22.56
38,623.0,0.0,0.6843,22.56
39,625.0,0.0,0.6843,22.56
40,627.0,0.0,0.6843,22.56
41,629.0,0.0,0.6843,22.56
42,631.0,0.0,0.6843,22.56
43,633.0,0.0,0.6843,22.56
44,635.0,0.0,0.6843,22.56
45,637.0,0.0,0.6843,22.56
46,641.0,0.0,0.6843,22.56
47,643.0,0.0,0.6843,22.56
48,645.0,0.0,0.6843,22.56
49,647.0,0.4203,0.6696,22.56
50,649.0,0.1075,0.6696,22.56
51,651.0,0.0733,0.6696,22.56
52,653.0,0.0587,0.6696,22.56
53,655.0,0.044,0.6696,22.56
54,657.0,0.0391,0.6696,22.56
55,659.0,0.0,0.6696,22.56
56,661.0,0.0,0.6696,22.56
57,663.0,0.0,0.6696,22.56
58,665.0,0.0,0.6696,22.56
59,667.0,0.0,0.6696,22.56
60,669.0,0.0,0.6696,22.56
61,671.0,0.0,0.6696,22.56
62,673.0,0.0,0.6696,22.56
63,675.0,0.0,0.6696,22.56
64,677.0,0.0,0.6696,22.56
65,679.0,0.0,0.6696,22.56
66,681.0,0.0,0.6696,22.56
67,684.0,0.0,0.6696,22.56
68,686.0,0.0,0.6696,22.56
69,688.0,0.0,0.6696,22.56
70,690.0,0.0,0.6696,22.56
71,693.0,0.0,0.6696,22.56
72,695.0,0.0,0.6696,22.56
73,697.0,0.0,0.6696,22.56
74,699.0,0.0,0.6696,22.56
75,701.0,0.0,0.6696,22.56
76,703.0,0.0,0.6696,22.56
77,705.0,0.0,0.6696,22.56
78,707.0,0.0,0.6696,22.56
79,709.0,0.0,0.6696,22.56
80,711.0,0.0,0.6696,22.56
81,713.0,0.0,0.6696,22.56
82,715.0,0.0,0.6696,22.56
83,717.0,0.0,0.6696,22.56
84,719.0,0.0,0.6696,22.56
85,721.0,0.0,0.6696,22.56
86,723.0,0.0,0.6696,22.56
87,726.0,0.0,0.6696,22.56
88,728.0,0.0,0.6696,22.56
89,730.0,0.0,0.6696,22.56
90,732.0,0.0,0.6696,22.56
91,734.0,0.0,0.6696,22.56
92,736.0,0.0,0.6696,22.56
93,738.0,0.0,0.6696,22.56
94,740.0,0.0,0.6696,22.56
95,742.0,0.0,0.6696,22.56
96,744.0,0.0,0.6696,22.56
97,746.0,0.0,0.6696,22.56
98,748.0,0.4203,0.6696,22.56
99,750.0,0.1075,0.6696,22.56
100,753.0,0.0733,0.6696,22.56
101,755.0,0.0538,0.6696,22.56
102,757.0,0.044,0.6696,22.56
103,759.0,0.0,0.6696,22.56
104,761.0,0.0,0.6696,22.56
105,763.0,0.0,0.6696,22.56
106,765.0,0.0,0.6696,22.56
107,768.0,0.0,0.6696,22.56
108,770.0,0.0,0.6696,22.56
109,772.0,0.0,0.6696,22.56
110,774.0,0.0,0.6696,22.56
111,776.0,0.0,0.6696,22.56
