,Time (ms),VConstant (v),VSpike (v),Temperature (C)
0,33.0,0.0,0.0,22.75
1,546.0,0.0538,0.0587,22.75
2,548.0,0.0489,0.0587,22.75
3,550.0,0.044,0.0587,22.75
4,552.0,0.044,0.0587,22.75
5,555.0,0.0391,0.0587,22.75
6,557.0,0.0,0.0587,22.75
7,559.0,0.0,0.0587,22.75
8,561.0,0.0,0.0587,22.75
9,563.0,0.0,0.0587,22.75
10,565.0,0.0,0.0587,22.75
11,567.0,0.0,0.0587,22.75
12,569.0,0.0,0.0587,22.75
13,571.0,0.0,0.0587,22.75
14,573.0,0.0,0.0587,22.75
15,575.0,0.0,0.0587,22.75
16,577.0,0.0,0.0587,22.75
17,579.0,0.0,0.0587,22.75
18,581.0,0.0,0.0587,22.75
19,584.0,0.0,0.0587,22.75
20,586.0,0.0,0.0587,22.75
21,588.0,0.0,0.0587,22.75
22,590.0,0.0,0.0587,22.75
23,592.0,0.0,0.0587,22.75
24,594.0,0.0,0.0587,22.75
25,596.0,0.0,0.0587,22.75
26,599.0,0.0,0.0587,22.75
27,601.0,0.0,0.0587,22.75
28,603.0,0.0,0.0587,22.75
29,605.0,0.0,0.0587,22.75
30,607.0,0.0,0.0587,22.75
31,609.0,0.0,0.0587,22.75
32,611.0,0.0,0.0587,22.75
33,613.0,0.0,0.0587,22.75
34,615.0,0.0,0.0587,22.75
35,617.0,0.0,0.0587,22.75
36,619.0,0.0,0.0587,22.75
37,621.0,0.0,0.0587,22.75
38,623.0,0.0,0.0587,22.75
39,625.0,0.0,0.0587,22.75
40,627.0,0.0,0.0587,22.75
41,629.0,0.0,0.0587,22.75
42,631.0,0.0,0.0587,22.75
43,633.0,0.0,0.0587,22.75
44,635.0,0.0,0.0587,22.75
45,637.0,0.0,0.0587,22.75
46,640.0,0.0,0.0587,22.75
47,642.0,0.0,0.0587,22.75
48,644.0,0.0,0.0587,22.75
49,646.0,0.0,0.0587,22.75
50,648.0,0.0538,0.0587,22.75
51,650.0,0.0489,0.0587,22.75
52,652.0,0.044,0.0587,22.75
53,654.0,0.0391,0.0587,22.75
54,656.0,0.0391,0.0587,22.75
55,658.0,0.0391,0.0587,22.75
56,660.0,0.0,0.0587,22.75
57,662.0,0.0,0.0587,22.75
58,664.0,0.0,0.0587,22.75
59,666.0,0.0,0.0587,22.75
60,668.0,0.0,0.0587,22.75
61,670.0,0.0,0.0587,22.75
62,672.0,0.0,0.0587,22.75
63,674.0,0.0,0.0587,22.75
64,676.0,0.0,0.0587,22.75
65,678.0,0.0,0.0587,22.75
66,680.0,0.0,0.0587,22.75
67,683.0,0.0,0.0587,22.75
68,685.0,0.0,0.0587,22.75
69,687.0,0.0,0.0587,22.75
70,689.0,0.0,0.0587,22.75
71,691.0,0.0,0.0587,22.75
72,693.0,0.0,0.0587,22.75
73,695.0,0.0,0.0587,22.75
74,697.0,0.0,0.0587,22.75
75,700.0,0.0,0.0587,22.75
76,702.0,0.0,0.0587,22.75
77,704.0,0.0,0.0587,22.75
78,706.0,0.0,0.0587,22.75
79,708.0,0.0,0.0587,22.75
80,710.0,0.0,0.0587,22.75
81,712.0,0.0,0.0587,22.75
82,714.0,0.0,0.0587,22.75
83,716.0,0.0,0.0587,22.75
84,718.0,0.0,0.0587,22.75
85,720.0,0.0,0.0587,22.75
86,722.0,0.0,0.0587,22.75
87,724.0,0.0,0.0587,22.75
88,727.0,0.0,0.0587,22.75
89,729.0,0.0,0.0587,22.75
90,731.0,0.0,0.0587,22.75
91,733.0,0.0,0.0587,22.75
92,735.0,0.0,0.0587,22.75
93,737.0,0.0,0.0587,22.75
94,739.0,0.0,0.0587,22.75
95,741.0,0.0,0.0587,22.75
96,743.0,0.0,0.0587,22.75
97,745.0,0.0,0.0587,22.75
98,747.0,0.0,0.0587,22.75
99,749.0,0.0538,0.0587,22.75
100,751.0,0.044,0.0587,22.75
101,753.0,0.044,0.0587,22.75
102,755.0,0.0391,0.0587,22.75
103,757.0,0.0391,0.0587,22.75
104,759.0,0.0342,0.0587,22.75
105,761.0,0.0,0.0587,22.75
106,763.0,0.0,0.0587,22.75
107,765.0,0.0,0.0587,22.75
108,768.0,0.0,0.0587,22.75
109,770.0,0.0,0.0587,22.75
110,772.0,0.0,0.0587,22.75
111,774.0,0.0,0.0587,22.75
112,776.0,0.0,0.0587,22.75
113,778.0,0.0,0.0587,22.75
114,780.0,0.0,0.0587,22.75
115,782.0,0.0,0.0587,22.75
116,784.0,0.0,0.0587,22.75
117,786.0,0.0,0.0587,22.75
118,788.0,0.0,0.0587,22.75
119,790.0,0.0,0.0587,22.75
120,792.0,0.0,0.0587,22.75
121,794.0,0.0,0.0587,22.75
122,796.0,0.0,0.0587,22.75
123,798.0,0.0,0.0587,22.75
124,800.0,0.0,0.0587,22.75
125,802.0,0.0,0.0587,22.75
126,804.0,0.0,0.0587,22.75
127,806.0,0.0,0.0587,22.75
128,808.0,0.0,0.0587,22.75
129,811.0,0.0,0.0587,22.75
130,813.0,0.0,0.0587,22.75
131,815.0,0.0,0.0587,22.75
132,818.0,0.0,0.0587,22.75
133,820.0,0.0,0.0587,22.75
134,822.0,0.0,0.0587,22.75
