,Time (ms),VConstant (v),VSpike (v),Temperature (C)
0,33.0,0.0,0.0,22.62
1,546.0,0.4448,0.6843,22.62
2,548.0,0.1222,0.6843,22.62
3,550.0,0.0831,0.6843,22.62
4,552.0,0.0635,0.6843,22.62
5,555.0,0.0538,0.6843,22.62
6,558.0,0.0,0.6843,22.62
7,560.0,0.0,0.6843,22.62
8,562.0,0.0,0.6843,22.62
9,564.0,0.0,0.6843,22.62
10,566.0,0.0,0.6843,22.62
11,568.0,0.0,0.6843,22.62
12,570.0,0.0,0.6843,22.62
13,572.0,0.0,0.6843,22.62
14,574.0,0.0,0.6843,22.62
15,576.0,0.0,0.6843,22.62
16,578.0,0.0,0.6843,22.62
17,580.0,0.0,0.6843,22.62
18,582.0,0.0,0.6843,22.62
19,584.0,0.0,0.6843,22.62
20,586.0,0.0,0.6843,22.62
21,588.0,0.0,0.6843,22.62
22,590.0,0.0,0.6843,22.62
23,592.0,0.0,0.6843,22.62
24,594.0,0.0,0.6843,22.62
25,596.0,0.0,0.6843,22.62
26,599.0,0.0,0.6843,22.62
27,601.0,0.0,0.6843,22.62
28,603.0,0.0,0.6843,22.62
29,605.0,0.0,0.6843,22.62
30,607.0,0.0,0.6843,22.62
31,609.0,0.0,0.6843,22.62
32,611.0,0.0,0.6843,22.62
33,613.0,0.0,0.6843,22.62
34,615.0,0.0,0.6843,22.62
35,617.0,0.0,0.6843,22.62
36,619.0,0.0,0.6843,22.62
37,621.0,0.0,0.6843,22.62
38,623.0,0.0,0.6843,22.62
39,625.0,0.0,0.6843,22.62
40,627.0,0.0,0.6843,22.62
41,629.0,0.0,0.6843,22.62
42,631.0,0.0,0.6843,22.62
43,633.0,0.0,0.6843,22.62
44,636.0,0.0,0.6843,22.62
45,638.0,0.0,0.6843,22.62
46,641.0,0.0,0.6843,22.62
47,643.0,0.0,0.6843,22.62
48,645.0,0.0,0.6843,22.62
49,647.0,0.4448,0.6843,22.62
50,649.0,0.1173,0.6843,22.62
51,651.0,0.0782,0.6843,22.62
52,653.0,0.0587,0.6843,22.62
53,655.0,0.0489,0.6843,22.62
54,657.0,0.044,0.6843,22.62
55,659.0,0.0,0.6843,22.62
56,661.0,0.0,0.6843,22.62
57,663.0,0.0,0.6843,22.62
58,665.0,0.0,0.6843,22.62
59,667.0,0.0,0.6843,22.62
60,669.0,0.0,0.6843,22.62
61,671.0,0.0,0.6843,22.62
62,673.0,0.0,0.6843,22.62
63,675.0,0.0,0.6843,22.62
64,677.0,0.0,0.6843,22.62
65,679.0,0.0,0.6843,22.62
66,681.0,0.0,0.6843,22.62
67,684.0,0.0,0.6843,22.62
68,687.0,0.0,0.6843,22.62
69,689.0,0.0,0.6843,22.62
