,Time (ms),VConstant (v),VSpike (v),Temperature (C)
0,33.0,0.0,0.0,22.31
1,546.0,0.391,0.6794,22.31
2,548.0,0.0929,0.6794,22.31
3,550.0,0.0635,0.6794,22.31
4,552.0,0.0489,0.6794,22.31
5,556.0,0.0391,0.6794,22.31
6,558.0,0.0,0.6794,22.31
7,560.0,0.0,0.6794,22.31
8,562.0,0.0,0.6794,22.31
9,564.0,0.0,0.6794,22.31
10,566.0,0.0,0.6794,22.31
11,568.0,0.0,0.6794,22.31
12,570.0,0.0,0.6794,22.31
13,572.0,0.0,0.6794,22.31
14,574.0,0.0,0.6794,22.31
15,576.0,0.0,0.6794,22.31
16,578.0,0.0,0.6794,22.31
17,580.0,0.0,0.6794,22.31
18,582.0,0.0,0.6794,22.31
19,584.0,0.0,0.6794,22.31
20,586.0,0.0,0.6794,22.31
21,588.0,0.0,0.6794,22.31
22,590.0,0.0,0.6794,22.31
23,592.0,0.0,0.6794,22.31
24,594.0,0.0,0.6794,22.31
25,596.0,0.0,0.6794,22.31
26,599.0,0.0,0.6794,22.31
27,601.0,0.0,0.6794,22.31
28,603.0,0.0,0.6794,22.31
29,605.0,0.0,0.6794,22.31
30,607.0,0.0,0.6794,22.31
31,609.0,0.0,0.6794,22.31
32,611.0,0.0,0.6794,22.31
33,613.0,0.0,0.6794,22.31
34,615.0,0.0,0.6794,22.31
35,617.0,0.0,0.6794,22.31
36,619.0,0.0,0.6794,22.31
37,621.0,0.0,0.6794,22.31
38,623.0,0.0,0.6794,22.31
39,625.0,0.0,0.6794,22.31
40,627.0,0.0,0.6794,22.31
41,629.0,0.0,0.6794,22.31
42,631.0,0.0,0.6794,22.31
43,634.0,0.0,0.6794,22.31
44,636.0,0.0,0.6794,22.31
45,638.0,0.0,0.6794,22.31
46,641.0,0.0,0.6794,22.31
47,643.0,0.0,0.6794,22.31
48,645.0,0.0,0.6794,22.31
49,647.0,0.3861,0.6549,22.31
50,649.0,0.088,0.6549,22.31
51,651.0,0.0587,0.6549,22.31
52,653.0,0.044,0.6549,22.31
53,655.0,0.0391,0.6549,22.31
54,657.0,0.0293,0.6549,22.31
55,659.0,0.0,0.6549,22.31
56,661.0,0.0,0.6549,22.31
57,663.0,0.0,0.6549,22.31
58,665.0,0.0,0.6549,22.31
59,667.0,0.0,0.6549,22.31
60,669.0,0.0,0.6549,22.31
61,671.0,0.0,0.6549,22.31
62,673.0,0.0,0.6549,22.31
63,675.0,0.0,0.6549,22.31
64,677.0,0.0,0.6549,22.31
65,679.0,0.0,0.6549,22.31
66,681.0,0.0,0.6549,22.31
67,685.0,0.0,0.6549,22.31
68,687.0,0.0,0.6549,22.31
69,689.0,0.0,0.6549,22.31
70,691.0,0.0,0.6549,22.31
71,693.0,0.0,0.6549,22.31
72,695.0,0.0,0.6549,22.31
73,697.0,0.0,0.6549,22.31
74,699.0,0.0,0.6549,22.31
75,701.0,0.0,0.6549,22.31
76,703.0,0.0,0.6549,22.31
77,705.0,0.0,0.6549,22.31
78,707.0,0.0,0.6549,22.31
79,709.0,0.0,0.6549,22.31
80,711.0,0.0,0.6549,22.31
81,713.0,0.0,0.6549,22.31
82,715.0,0.0,0.6549,22.31
83,717.0,0.0,0.6549,22.31
84,719.0,0.0,0.6549,22.31
85,721.0,0.0,0.6549,22.31
86,723.0,0.0,0.6549,22.31
87,726.0,0.0,0.6549,22.31
88,728.0,0.0,0.6549,22.31
89,730.0,0.0,0.6549,22.31
90,732.0,0.0,0.6549,22.31
91,734.0,0.0,0.6549,22.31
92,736.0,0.0,0.6549,22.31
93,738.0,0.0,0.6549,22.31
94,740.0,0.0,0.6549,22.31
95,742.0,0.0,0.6549,22.31
96,744.0,0.0,0.6549,22.31
97,746.0,0.0,0.6549,22.31
98,748.0,0.3763,0.6549,22.31
99,751.0,0.088,0.6549,22.31
100,753.0,0.0587,0.6549,22.31
101,755.0,0.044,0.6549,22.31
102,757.0,0.0391,0.6549,22.31
103,759.0,0.0,0.6549,22.31
104,761.0,0.0,0.6549,22.31
105,763.0,0.0,0.6549,22.31
106,765.0,0.0,0.6549,22.31
107,768.0,0.0,0.6549,22.31
108,770.0,0.0,0.6549,22.31
109,772.0,0.0,0.6549,22.31
110,774.0,0.0,0.6549,22.31
111,776.0,0.0,0.6549,22.31
112,778.0,0.0,0.6549,22.31
113,780.0,0.0,0.6549,22.31
114,782.0,0.0,0.6549,22.31
115,784.0,0.0,0.6549,22.31
116,786.0,0.0,0.6549,22.31
117,788.0,0.0,0.6549,22.31
118,790.0,0.0,0.6549,22.31
119,792.0,0.0,0.6549,22.31
120,794.0,0.0,0.6549,22.31
121,796.0,0.0,0.6549,22.31
122,798.0,0.0,0.6549,22.31
123,800.0,0.0,0.6549,22.31
124,802.0,0.0,0.6549,22.31
125,804.0,0.0,0.6549,22.31
126,806.0,0.0,0.6549,22.31
127,808.0,0.0,0.6549,22.31
128,811.0,0.0,0.6549,22.31
129,813.0,0.0,0.6549,22.31
130,815.0,0.0,0.6549,22.31
131,817.0,0.0,0.6549,22.31
132,819.0,0.0,0.6549,22.31
133,822.0,0.0,0.6549,22.31
134,824.0,0.0,0.6549,22.31
135,826.0,0.0,0.6549,22.31
136,828.0,0.0,0.6549,22.31
137,830.0,0.0,0.6549,22.31
